user_id,role,access_time,patients_accessed,session_duration,label
259,doctor,14:15,2,358,0
254,doctor,17:43,20,1870,1
221,nurse,10:56,6,462,0
24,doctor,13:03,5,347,0
38,doctor,13:32,4,341,0
61,doctor,09:06,4,251,0
188,nurse,10:12,10,295,0
71,nurse,16:51,20,2827,1
264,nurse,10:20,7,173,0
154,doctor,16:21,5,320,0
154,nurse,21:52,2,278,0
214,doctor,16:19,6,412,0
136,nurse,13:46,2,388,0
195,nurse,10:52,5,106,0
98,nurse,06:28,7,304,0
211,doctor,15:49,5,301,0
32,nurse,10:33,5,377,0
270,doctor,13:20,2,295,0
182,admin,18:49,3,292,0
286,doctor,11:14,3,207,0
251,nurse,16:30,7,376,0
141,admin,12:07,4,247,0
75,nurse,15:02,6,579,0
227,nurse,14:47,9,199,0
288,doctor,18:17,2,115,0
125,nurse,07:42,10,205,0
212,nurse,21:06,20,410,1
81,admin,14:41,4,289,0
148,nurse,16:18,2,554,0
119,nurse,07:58,4,303,0
19,nurse,18:50,9,185,0
149,admin,08:00,3,99,0
233,admin,18:34,4,113,0
99,nurse,09:21,4,464,0
96,nurse,06:47,7,494,0
99,doctor,09:39,6,267,0
45,nurse,18:42,3,184,0
128,admin,08:16,4,165,0
169,doctor,11:37,6,353,0
121,doctor,07:42,1,298,0
258,doctor,18:49,3,413,0
152,doctor,12:39,2,172,0
233,admin,17:23,4,286,0
112,nurse,13:43,3,359,0
40,doctor,16:07,1,340,0
275,admin,10:10,3,271,0
299,doctor,14:05,5,288,0
263,nurse,19:29,2,376,0
12,nurse,18:16,2,471,0
217,doctor,18:04,15,541,1
147,admin,14:11,2,260,0
230,doctor,13:24,1,409,0
69,admin,18:55,3,105,0
271,doctor,09:46,2,61,0
238,nurse,19:34,8,511,0
80,doctor,11:12,6,117,0
9,doctor,10:13,1,111,0
25,nurse,13:47,2,295,0
29,doctor,09:32,3,179,0
164,nurse,16:15,6,538,0
114,doctor,13:19,3,91,0
90,nurse,19:35,9,114,0
196,admin,16:20,4,254,0
276,doctor,14:15,2,213,0
238,nurse,07:35,8,585,0
199,doctor,10:16,2,229,0
190,nurse,08:34,5,116,0
21,doctor,08:12,5,403,0
171,nurse,15:58,2,198,0
61,admin,15:58,2,149,0
165,doctor,19:18,4,298,0
134,nurse,17:32,9,328,0
241,doctor,19:53,3,164,0
289,doctor,10:47,2,68,0
297,doctor,18:26,3,138,0
292,doctor,10:31,5,395,0
251,admin,18:47,4,280,0
87,doctor,09:46,5,310,0
31,doctor,15:02,1,402,0
71,doctor,10:04,9,737,1
31,doctor,16:40,6,375,0
9,admin,08:34,4,51,0
275,doctor,11:01,5,417,0
92,nurse,09:58,3,358,0
270,doctor,11:52,3,196,0
208,nurse,13:44,26,1014,1
17,nurse,08:25,8,283,0
5,nurse,11:05,20,2477,1
49,nurse,22:58,2,207,0
291,doctor,14:17,1,98,0
279,nurse,07:11,7,98,0
204,admin,09:19,2,168,0
277,nurse,16:24,4,494,0
257,admin,13:03,1,268,0
204,doctor,07:40,29,1322,1
193,nurse,19:11,8,133,0
127,nurse,08:05,6,168,0
79,doctor,18:24,3,244,0
158,doctor,12:48,29,609,1
230,doctor,15:35,5,268,0
284,doctor,04:38,3,257,1
44,doctor,18:57,5,184,0
195,nurse,11:08,6,244,0
86,doctor,13:17,4,213,0
129,nurse,23:40,9,394,1
70,nurse,15:00,8,260,0
169,nurse,20:21,8,507,0
70,nurse,15:20,5,335,0
164,doctor,11:47,6,384,0
125,nurse,16:24,6,508,0
289,nurse,12:37,10,182,0
237,nurse,12:28,6,515,0
210,nurse,21:08,6,213,0
217,doctor,19:24,1,289,0
206,admin,16:32,4,63,0
275,nurse,08:06,5,426,0
23,nurse,18:48,7,584,0
51,nurse,14:14,10,472,0
295,nurse,13:28,7,290,0
257,nurse,10:22,2,337,0
44,doctor,08:53,6,132,0
106,doctor,15:30,3,303,0
232,doctor,12:04,3,82,0
176,nurse,09:43,4,566,0
90,admin,16:10,3,263,0
208,admin,18:11,2,266,0
102,doctor,14:37,4,259,0
143,doctor,19:45,1,355,0
96,doctor,12:20,2,294,0
251,doctor,15:40,3,365,0
59,doctor,12:22,4,376,0
153,doctor,16:37,1,404,0
157,doctor,08:11,3,415,0
71,doctor,16:24,4,155,0
89,nurse,11:31,6,161,0
28,doctor,12:00,4,129,0
288,doctor,15:41,4,269,0
228,nurse,21:10,3,379,0
150,doctor,07:17,2,335,0
290,doctor,18:49,4,341,0
138,nurse,17:34,2,479,0
218,nurse,09:47,5,242,0
135,nurse,08:28,19,885,1
180,doctor,18:39,6,279,0
106,doctor,10:51,1,351,0
276,doctor,09:20,6,209,0
264,doctor,17:52,1,129,0
31,admin,12:55,2,112,0
127,doctor,19:53,6,261,0
138,nurse,19:24,9,128,0
48,nurse,18:32,6,445,0
250,admin,13:37,1,92,0
184,nurse,08:50,10,293,0
109,doctor,14:17,3,205,0
290,doctor,14:50,3,409,0
236,nurse,00:59,4,315,1
220,nurse,12:44,4,541,0
141,nurse,08:41,7,218,0
85,doctor,07:25,6,216,0
220,nurse,08:45,3,90,0
116,doctor,17:28,5,733,1
217,nurse,10:30,3,207,0
53,doctor,08:20,3,213,0
69,doctor,17:43,2,95,0
85,nurse,17:46,25,710,1
227,admin,11:05,1,116,0
197,nurse,17:27,7,495,0
44,doctor,10:35,5,367,0
14,nurse,15:13,10,400,0
152,nurse,07:50,5,343,0
37,doctor,15:56,1,244,0
292,admin,14:23,2,286,0
9,admin,17:04,1,179,0
204,doctor,15:18,6,316,0
206,nurse,08:40,10,365,0
159,nurse,08:32,5,588,0
201,nurse,08:19,8,463,0
126,admin,09:59,4,104,0
159,nurse,11:07,2,452,0
255,doctor,15:33,28,741,1
138,doctor,18:56,1,75,0
269,doctor,08:16,6,355,0
262,nurse,17:03,9,529,0
131,nurse,09:57,3,206,0
7,nurse,00:30,7,286,1
19,admin,16:51,4,159,0
164,doctor,11:52,1,352,0
27,doctor,09:14,5,83,0
239,admin,12:20,10,1532,1
150,nurse,15:47,5,327,0
101,doctor,18:57,5,185,0
13,doctor,10:34,3,385,0
172,nurse,06:48,8,524,0
106,nurse,22:15,8,341,0
73,admin,12:05,1,163,0
191,nurse,20:47,3,387,0
202,doctor,08:37,5,91,0
122,doctor,11:16,3,261,0
163,nurse,20:17,5,128,0
300,admin,09:09,1,129,0
62,doctor,15:22,2,291,0
62,doctor,08:10,6,215,0
21,nurse,12:53,7,165,0
183,doctor,13:32,1,406,0
90,doctor,07:25,4,344,0
237,nurse,09:51,4,152,0
114,doctor,09:12,4,250,0
44,nurse,14:58,3,101,0
228,admin,10:05,3,107,0
87,doctor,16:27,6,262,0
219,nurse,11:22,5,555,0
77,doctor,07:39,5,375,0
211,doctor,15:30,1,104,0
103,doctor,17:56,5,187,0
10,nurse,18:50,7,335,0
290,nurse,22:20,8,228,0
113,doctor,07:57,3,89,0
184,nurse,13:10,3,216,0
29,nurse,13:36,8,271,0
89,admin,10:15,3,228,0
181,admin,17:09,11,2716,1
20,nurse,08:03,5,398,0
1,doctor,12:58,5,163,0
91,nurse,16:03,2,165,0
57,nurse,22:55,7,581,0
203,doctor,16:06,3,214,0
224,doctor,19:40,4,392,0
288,doctor,18:56,5,242,0
90,doctor,13:19,6,412,0
1,doctor,18:36,4,350,0
114,doctor,17:36,1,314,0
122,doctor,12:20,2,385,0
172,nurse,06:16,25,911,1
56,nurse,06:03,8,314,0
212,nurse,21:56,8,269,0
246,nurse,13:10,9,127,0
11,nurse,14:06,16,1100,1
39,doctor,15:57,1,233,0
248,nurse,06:27,4,400,0
52,nurse,16:13,5,299,0
277,nurse,14:42,6,242,0
293,doctor,14:09,6,2177,1
246,doctor,00:01,2,147,1
243,nurse,09:19,8,331,0
47,nurse,18:11,7,543,0
23,doctor,11:28,4,194,0
32,doctor,09:48,6,401,0
278,doctor,13:48,5,176,0
268,nurse,19:34,9,383,0
41,nurse,18:57,2,347,0
293,nurse,10:07,9,178,0
109,admin,11:08,1,261,0
104,doctor,17:09,5,192,0
35,doctor,08:24,5,263,0
267,nurse,20:58,2,492,0
215,nurse,09:26,4,165,0
52,nurse,09:36,3,492,0
177,doctor,13:16,4,395,0
20,nurse,11:17,8,163,0
206,nurse,07:25,7,443,0
138,doctor,12:01,3,215,0
51,doctor,10:08,3,286,0
214,nurse,08:12,9,198,0
249,admin,16:55,3,73,0
160,nurse,22:25,4,489,0
15,nurse,11:12,5,518,0
26,doctor,18:12,29,1154,1
64,nurse,06:15,7,340,0
243,nurse,17:22,4,518,0
47,nurse,15:01,8,115,0
110,doctor,10:41,2,406,0
263,doctor,07:55,6,64,0
89,nurse,06:14,6,401,0
141,nurse,19:57,8,526,0
239,doctor,11:43,5,379,0
262,doctor,17:53,3,347,0
153,nurse,09:30,3,262,0
142,admin,12:41,3,141,0
30,doctor,19:54,5,266,0
14,nurse,21:18,6,554,0
19,doctor,16:45,5,157,0
274,doctor,17:50,4,403,0
88,doctor,17:56,5,152,0
133,doctor,18:51,5,153,0
46,admin,11:22,2,202,0
191,doctor,11:37,3,297,0
299,nurse,08:30,5,346,0
272,doctor,11:26,1,137,0
210,doctor,16:57,4,133,0
42,doctor,14:21,6,150,0
232,doctor,10:48,22,1580,1
46,nurse,10:39,8,414,0
245,doctor,13:00,1,333,0
8,doctor,12:48,5,157,0
128,doctor,23:56,3,219,1
157,doctor,09:04,1,212,0
267,admin,17:33,3,267,0
176,nurse,21:22,5,174,0
207,admin,08:14,2,112,0
259,doctor,00:23,6,393,1
131,nurse,07:38,2,428,0
25,doctor,18:07,4,287,0
243,doctor,18:09,2,415,0
216,nurse,09:42,13,3250,1
54,nurse,22:46,3,234,0
102,doctor,16:12,3,327,0
210,admin,12:10,1,299,0
247,admin,13:15,1,51,0
294,nurse,21:09,3,489,0
52,nurse,14:41,5,323,0
238,admin,08:06,2,65,0
161,nurse,19:47,3,138,0
5,nurse,10:42,4,258,0
138,doctor,18:05,3,235,0
234,doctor,11:53,4,413,0
86,nurse,09:08,2,592,0
214,admin,17:30,4,137,0
15,nurse,10:30,9,147,0
33,nurse,14:41,7,96,0
296,nurse,13:42,7,355,0
49,nurse,19:42,5,336,0
198,doctor,09:53,5,373,0
81,doctor,15:54,4,313,0
252,nurse,13:21,29,503,1
194,nurse,18:52,5,130,0
230,nurse,08:54,9,318,0
10,doctor,08:25,4,78,0
47,nurse,15:56,11,3381,1
187,nurse,07:52,5,522,0
243,nurse,17:45,9,148,0
2,doctor,12:22,6,209,0
55,nurse,07:57,4,342,0
210,doctor,08:16,5,160,0
202,doctor,10:29,2,233,0
64,doctor,19:57,4,294,0
69,nurse,21:00,10,466,0
300,doctor,14:59,5,150,0
66,nurse,09:24,7,348,0
128,nurse,14:25,7,586,0
71,doctor,13:38,6,322,0
161,doctor,18:47,5,383,0
149,doctor,17:22,6,127,0
92,admin,16:34,3,104,0
299,nurse,19:43,10,236,0
7,nurse,22:06,2,285,0
103,doctor,11:48,2,206,0
32,nurse,15:13,10,106,0
288,doctor,10:47,6,347,0
148,doctor,18:42,1,255,0
161,doctor,15:03,1,188,0
227,doctor,10:58,6,420,0
280,nurse,12:49,5,240,0
39,doctor,09:11,6,323,0
143,doctor,11:08,10,3092,1
239,nurse,10:02,9,2021,1
155,nurse,21:50,10,273,0
270,doctor,10:11,5,94,0
279,nurse,18:05,7,203,0
170,nurse,17:18,5,576,0
288,nurse,06:07,7,318,0
125,doctor,07:43,3,255,0
198,admin,12:34,3,57,0
192,admin,16:51,4,294,0
99,doctor,12:32,1,109,0
276,doctor,15:00,6,93,0
110,doctor,17:27,1,165,0
223,nurse,08:47,4,102,0
45,nurse,08:03,4,496,0
117,doctor,13:24,40,1228,1
61,doctor,07:41,7,3098,1
184,doctor,15:06,3,411,0
225,doctor,13:52,13,1370,1
201,doctor,19:51,5,211,0
192,admin,08:35,2,108,0
202,doctor,15:35,1,216,0
177,doctor,10:26,6,322,0
130,doctor,10:07,2,403,0
282,nurse,20:41,10,127,0
51,doctor,23:37,4,229,1
121,doctor,08:18,5,95,0
231,admin,13:39,3,123,0
162,nurse,19:10,2,250,0
224,doctor,11:53,3,128,0
246,nurse,20:28,7,486,0
90,doctor,17:38,1,203,0
276,nurse,12:16,3,462,0
260,doctor,07:52,17,3116,1
134,doctor,15:30,9,2198,1
149,doctor,09:29,5,321,0
6,doctor,17:15,5,410,0
229,doctor,09:11,5,349,0
248,nurse,17:02,5,479,0
190,nurse,00:42,5,355,1
241,admin,15:56,1,65,0
267,admin,18:53,3,179,0
193,nurse,18:23,3,354,0
115,doctor,15:25,3,236,0
4,nurse,22:56,4,315,0
144,doctor,01:11,2,245,1
118,nurse,19:51,7,458,0
246,doctor,10:37,2,391,0
23,nurse,04:37,4,158,1
294,nurse,00:10,6,562,1
289,doctor,17:01,6,398,0
111,nurse,20:38,9,534,0
211,nurse,10:50,4,409,0
176,nurse,20:38,3,207,0
9,doctor,10:33,5,410,0
50,doctor,09:30,5,367,0
258,doctor,19:07,1,306,0
277,nurse,06:57,8,357,0
272,doctor,13:14,4,255,0
295,doctor,08:27,2,190,0
43,nurse,15:38,10,299,0
4,doctor,15:07,5,2236,1
162,nurse,19:23,3,169,0
134,doctor,15:27,5,247,0
204,nurse,12:26,10,491,0
287,nurse,21:16,6,385,0
71,doctor,17:07,6,177,0
83,doctor,08:13,5,265,0
27,nurse,11:24,2,501,0
223,doctor,08:04,3,173,0
197,doctor,13:39,6,326,0
30,doctor,19:52,2,387,0
266,nurse,12:02,44,1456,1
19,nurse,17:15,2,589,0
205,doctor,12:42,4,267,0
36,nurse,08:35,6,461,0
179,nurse,17:52,6,205,0
207,nurse,06:16,4,298,0
258,nurse,15:21,3,501,0
276,nurse,14:44,9,584,0
125,doctor,19:21,4,408,0
15,nurse,21:07,6,124,0
113,doctor,17:44,2,221,0
275,doctor,07:44,3,187,0
176,doctor,08:35,2,303,0
294,doctor,11:11,6,409,0
103,admin,11:47,2,180,0
128,doctor,16:22,2,114,0
253,doctor,07:48,6,2675,1
295,doctor,11:31,2,321,0
296,doctor,09:03,5,276,0
258,nurse,17:25,4,324,0
236,admin,13:44,1,51,0
52,nurse,16:23,6,185,0
242,nurse,16:23,4,345,0
191,doctor,12:54,4,203,0
295,nurse,13:52,3,459,0
222,doctor,13:12,2,136,0
216,nurse,10:57,45,1493,1
154,nurse,14:35,2,293,0
111,doctor,11:30,6,109,0
185,doctor,12:35,5,191,0
180,doctor,17:38,2,355,0
90,nurse,15:22,7,434,0
229,nurse,08:24,6,327,0
86,nurse,16:26,8,524,0
176,admin,02:20,3,181,1
228,nurse,17:47,10,584,0
12,nurse,10:46,5,428,0
41,doctor,10:10,4,112,0
243,doctor,15:03,1,263,0
54,nurse,14:39,4,133,0
159,nurse,13:15,6,316,0
88,nurse,06:02,7,530,0
240,admin,16:59,3,272,0
277,doctor,09:37,5,293,0
289,nurse,19:33,10,248,0
117,admin,09:28,3,232,0
6,doctor,07:33,2,236,0
252,doctor,19:30,3,64,0
119,nurse,06:35,7,186,0
203,doctor,10:10,6,390,0
135,doctor,08:27,6,182,0
140,nurse,15:41,10,504,0
36,doctor,09:08,3,116,0
140,nurse,21:12,7,99,0
12,doctor,09:06,3,197,0
5,doctor,10:05,2,67,0
160,nurse,21:23,9,446,0
75,nurse,07:17,8,126,0
129,nurse,18:53,2,152,0
198,admin,15:15,1,146,0
267,nurse,12:30,8,438,0
82,admin,18:46,1,107,0
102,doctor,12:56,1,401,0
223,doctor,12:00,2,201,0
125,nurse,06:02,9,442,0
46,nurse,13:10,9,136,0
31,nurse,07:22,4,449,0
250,nurse,13:20,10,493,0
225,nurse,12:01,8,273,0
21,nurse,21:45,9,376,0
98,doctor,16:11,5,238,0
284,doctor,09:04,5,139,0
278,doctor,12:29,1,386,0
10,nurse,17:49,5,254,0
276,nurse,18:12,10,439,0
145,nurse,16:26,7,146,0
23,doctor,09:11,1,163,0
17,doctor,16:41,4,396,0
132,nurse,07:23,5,400,0
107,nurse,21:59,7,2617,1
286,nurse,19:52,16,938,1
21,nurse,08:53,6,129,0
50,admin,09:46,2,242,0
128,doctor,16:40,2,345,0
55,nurse,17:43,9,449,0
86,nurse,11:35,8,348,0
227,doctor,12:57,3,341,0
191,admin,14:48,4,210,0
110,nurse,18:49,10,564,0
232,nurse,20:25,2,461,0
9,doctor,15:08,3,63,0
162,doctor,07:49,6,201,0
293,admin,17:09,1,64,0
136,nurse,17:56,5,209,0
293,doctor,13:36,2,99,0
89,nurse,21:52,3,394,0
296,nurse,08:49,15,1084,1
214,doctor,08:55,2,394,0
196,nurse,07:19,10,111,0
168,doctor,15:44,2,138,0
202,doctor,14:48,5,354,0
149,nurse,18:09,4,262,0
26,doctor,15:25,3,103,0
67,doctor,19:08,4,346,0
293,doctor,10:35,5,328,0
221,doctor,17:59,17,630,1
179,nurse,12:20,7,394,0
87,nurse,17:39,9,409,0
120,doctor,23:23,2,103,1
76,doctor,07:21,19,1024,1
108,nurse,12:13,13,2947,1
73,nurse,06:24,10,112,0
103,doctor,16:17,6,2604,1
199,nurse,14:42,16,1141,1
198,doctor,10:24,5,110,0
273,admin,09:11,2,279,0
21,nurse,13:59,10,246,0
81,doctor,07:22,6,240,0
257,doctor,11:51,1,380,0
16,doctor,15:17,2,137,0
71,doctor,08:46,4,326,0
117,admin,14:15,2,263,0
169,admin,15:34,2,150,0
104,nurse,10:19,10,555,0
75,doctor,17:59,5,140,0
61,doctor,09:20,2,75,0
212,nurse,19:19,9,471,0
141,admin,10:49,2,99,0
137,doctor,16:39,12,3142,1
184,doctor,08:44,4,128,0
192,nurse,11:54,8,341,0
116,nurse,07:26,2,563,0
104,doctor,19:13,1,150,0
251,admin,13:55,4,171,0
195,doctor,18:20,4,373,0
275,admin,16:41,1,100,0
22,nurse,13:33,10,292,0
199,admin,18:03,11,1892,1
147,doctor,14:10,4,210,0
265,nurse,03:53,9,136,1
300,nurse,10:25,8,255,0
104,nurse,20:05,6,255,0
84,nurse,09:05,3,451,0
269,doctor,18:24,6,321,0
282,nurse,18:02,4,557,0
77,doctor,09:55,2,151,0
158,nurse,20:18,23,640,1
2,nurse,14:00,9,344,0
3,nurse,21:15,5,391,0
227,nurse,08:38,2,215,0
286,nurse,12:03,4,165,0
75,doctor,07:42,5,368,0
26,doctor,08:26,2,142,0
294,nurse,11:29,7,566,0
166,doctor,12:57,4,94,0
34,nurse,15:30,4,152,0
270,nurse,19:33,5,446,0
293,doctor,17:33,7,2681,1
148,nurse,19:38,7,222,0
